Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
195;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.90;5/19/21, 9:49 AM;;$4.03;1.0;
196;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.76;5/19/21, 9:49 AM;($0.14);$4.03;0.0;
197;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.98;5/19/21, 9:50 AM;;$4.18;1.0;
198;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$90.21;5/19/21, 9:51 AM;$0.23;$4.26;0.0;
199;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$90.24;5/19/21, 9:58 AM;;$4.12;1.0;
200;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$90.05;5/19/21, 9:59 AM;($0.19);$4.07;0.0;


Max trade P/L: $1.21;

Total P/L: $4.07;

Total order(s): 100;
