Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
195;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.19;5/19/21, 9:08 AM;;$10.15;-1.0;
196;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.55;5/19/21, 9:09 AM;($0.36);$9.91;0.0;
197;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.55;5/19/21, 9:09 AM;;$10.09;1.0;
198;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.72;5/19/21, 9:12 AM;$0.17;$10.08;0.0;
199;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.72;5/19/21, 9:12 AM;;$10.30;-1.0;
200;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.02;5/19/21, 9:13 AM;($0.30);$9.78;0.0;
201;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.02;5/19/21, 9:13 AM;;$10.02;1.0;
202;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.09;5/19/21, 9:15 AM;$0.07;$9.85;0.0;
203;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.09;5/19/21, 9:15 AM;;$10.09;-1.0;
204;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.22;5/19/21, 9:16 AM;($0.13);$9.72;0.0;
205;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.22;5/19/21, 9:16 AM;;$9.83;1.0;
206;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.44;5/19/21, 9:24 AM;$1.22;$10.94;0.0;
207;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.44;5/19/21, 9:24 AM;;$10.80;-1.0;
208;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.99;5/19/21, 9:26 AM;($0.55);$10.39;0.0;
209;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.99;5/19/21, 9:26 AM;;$10.18;1.0;
210;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.78;5/19/21, 9:26 AM;($0.21);$10.18;0.0;
211;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.78;5/19/21, 9:26 AM;;$9.98;-1.0;
212;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.90;5/19/21, 9:29 AM;($0.12);$10.06;0.0;
213;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.90;5/19/21, 9:29 AM;;$9.93;1.0;
214;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.61;5/19/21, 9:30 AM;($0.29);$9.78;0.0;
215;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.61;5/19/21, 9:30 AM;;$10.00;-1.0;
216;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.80;5/19/21, 9:36 AM;$0.81;$10.59;0.0;
217;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.80;5/19/21, 9:36 AM;;$10.47;1.0;
218;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.44;5/19/21, 9:36 AM;($0.36);$10.23;0.0;
219;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.44;5/19/21, 9:36 AM;;$10.47;-1.0;
220;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.36;5/19/21, 9:40 AM;$0.08;$10.31;0.0;
221;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.36;5/19/21, 9:40 AM;;$10.54;1.0;
222;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.57;5/19/21, 9:41 AM;$0.21;$10.51;0.0;
223;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.57;5/19/21, 9:41 AM;;$10.46;-1.0;
224;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.86;5/19/21, 9:43 AM;($0.29);$10.22;0.0;
225;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.86;5/19/21, 9:43 AM;;$10.16;1.0;
226;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.37;5/19/21, 9:49 AM;$0.51;$10.73;0.0;
227;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.37;5/19/21, 9:49 AM;;$10.50;-1.0;
228;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.92;5/19/21, 9:50 AM;($0.55);$10.18;0.0;
229;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.92;5/19/21, 9:50 AM;;$10.30;1.0;
230;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.91;5/19/21, 9:53 AM;($0.01);$10.17;0.0;
231;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.91;5/19/21, 9:53 AM;;$10.30;-1.0;
232;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$61.19;5/19/21, 9:54 AM;($0.28);$9.89;0.0;
233;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$61.19;5/19/21, 9:54 AM;;$9.70;1.0;
234;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.87;5/19/21, 9:56 AM;($0.32);$9.57;0.0;
235;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.87;5/19/21, 9:56 AM;;$9.74;-1.0;
236;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$61.12;5/19/21, 9:59 AM;($0.25);$9.33;0.0;
237;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$61.12;5/19/21, 9:59 AM;;$9.11;1.0;
238;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.66;5/19/21, 10:00 AM;($0.46);$8.87;0.0;
239;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.66;5/19/21, 10:00 AM;;$8.95;-1.0;
240;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.09;5/19/21, 10:06 AM;$0.57;$9.44;0.0;
241;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.09;5/19/21, 10:06 AM;;$9.60;1.0;
242;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.83;5/19/21, 10:16 AM;$0.74;$10.18;0.0;
243;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.83;5/19/21, 10:16 AM;;$10.40;-1.0;
244;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.45;5/19/21, 10:21 AM;$0.38;$10.56;0.0;
245;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.45;5/19/21, 10:21 AM;;$10.53;1.0;
246;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$60.19;5/19/21, 10:26 AM;($0.26);$10.30;0.0;
247;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$60.19;5/19/21, 10:26 AM;;$10.35;-1.0;
248;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.96;5/19/21, 10:39 AM;$0.23;$10.53;0.0;
249;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.96;5/19/21, 10:39 AM;;$10.37;1.0;
250;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.56;5/19/21, 10:41 AM;($0.40);$10.13;0.0;
251;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.56;5/19/21, 10:41 AM;;$10.02;-1.0;
252;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.98;5/19/21, 10:56 AM;$0.58;$10.71;0.0;
253;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.98;5/19/21, 10:56 AM;;$10.93;1.0;
254;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.88;5/19/21, 11:00 AM;($0.10);$10.61;0.0;
255;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.88;5/19/21, 11:00 AM;;$10.80;-1.0;
256;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.84;5/19/21, 11:06 AM;$0.04;$10.65;0.0;
257;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.84;5/19/21, 11:06 AM;;$10.60;1.0;
258;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.61;5/19/21, 11:09 AM;($0.23);$10.42;0.0;
259;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.61;5/19/21, 11:09 AM;;$10.40;-1.0;
260;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.87;5/19/21, 11:13 AM;($0.26);$10.16;0.0;
261;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.87;5/19/21, 11:13 AM;;$10.24;1.0;
262;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.03;5/19/21, 11:26 AM;$0.16;$10.32;0.0;
263;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.03;5/19/21, 11:26 AM;;$10.56;-1.0;
264;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.12;5/19/21, 11:56 AM;$0.91;$11.23;0.0;
265;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.12;5/19/21, 11:56 AM;;$11.09;1.0;
266;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.15;5/19/21, 12:15 PM;$0.03;$11.26;0.0;
267;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.15;5/19/21, 12:15 PM;;$11.17;-1.0;
268;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.10;5/19/21, 12:27 PM;$0.05;$11.30;0.0;
269;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.10;5/19/21, 12:27 PM;;$11.10;1.0;
270;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$57.72;5/19/21, 12:34 PM;($0.38);$10.92;0.0;
271;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$57.72;5/19/21, 12:34 PM;;$11.16;-1.0;
272;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$57.84;5/19/21, 12:37 PM;($0.12);$10.80;0.0;
273;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$57.84;5/19/21, 12:37 PM;;$11.04;1.0;
274;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.07;5/19/21, 12:46 PM;$0.23;$11.03;0.0;
275;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.07;5/19/21, 12:46 PM;;$10.80;-1.0;
276;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.30;5/19/21, 12:47 PM;($0.23);$10.80;0.0;
277;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.30;5/19/21, 12:47 PM;;$10.63;1.0;
278;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.24;5/19/21, 1:04 PM;($0.06);$10.74;0.0;
279;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.24;5/19/21, 1:04 PM;;$10.98;-1.0;
280;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$57.65;5/19/21, 1:06 PM;$0.59;$11.33;0.0;
281;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$57.65;5/19/21, 1:06 PM;;$11.39;1.0;
282;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$57.52;5/19/21, 1:11 PM;($0.13);$11.20;0.0;
283;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$57.52;5/19/21, 1:11 PM;;$11.05;-1.0;
284;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$57.84;5/19/21, 1:14 PM;($0.32);$10.88;0.0;
285;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$57.84;5/19/21, 1:14 PM;;$10.84;1.0;
286;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$57.56;5/19/21, 1:15 PM;($0.28);$10.60;0.0;
287;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$57.56;5/19/21, 1:15 PM;;$10.84;-1.0;
288;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$57.55;5/19/21, 1:19 PM;$0.01;$10.61;0.0;
289;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$57.55;5/19/21, 1:19 PM;;$10.44;1.0;
290;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$57.39;5/19/21, 1:19 PM;($0.16);$10.44;0.0;
291;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$57.39;5/19/21, 1:19 PM;;$10.22;-1.0;
292;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$57.61;5/19/21, 1:20 PM;($0.22);$10.22;0.0;
293;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$57.61;5/19/21, 1:20 PM;;$10.46;1.0;
294;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.81;5/19/21, 1:24 PM;$1.20;$11.42;0.0;
295;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.81;5/19/21, 1:24 PM;;$11.48;-1.0;
296;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.95;5/19/21, 1:29 PM;($0.14);$11.28;0.0;
297;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.95;5/19/21, 1:29 PM;;$11.45;1.0;
298;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.92;5/19/21, 1:33 PM;($0.03);$11.25;0.0;
299;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.92;5/19/21, 1:33 PM;;$11.44;-1.0;
300;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.35;5/19/21, 1:42 PM;$0.57;$11.82;0.0;
301;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.35;5/19/21, 1:42 PM;;$11.80;1.0;
302;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.17;5/19/21, 1:44 PM;($0.18);$11.64;0.0;
303;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.17;5/19/21, 1:44 PM;;$11.42;-1.0;
304;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.39;5/19/21, 1:45 PM;($0.22);$11.42;0.0;
305;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.39;5/19/21, 1:45 PM;;$11.22;1.0;
306;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.07;5/19/21, 1:49 PM;($0.32);$11.10;0.0;
307;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.07;5/19/21, 1:49 PM;;$10.92;-1.0;
308;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.41;5/19/21, 1:54 PM;($0.34);$10.76;0.0;
309;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.41;5/19/21, 1:54 PM;;$10.66;1.0;
310;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.07;5/19/21, 1:55 PM;($0.34);$10.42;0.0;
311;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.07;5/19/21, 1:55 PM;;$10.24;-1.0;
312;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.49;5/19/21, 1:57 PM;($0.42);$10.00;0.0;
313;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.49;5/19/21, 1:57 PM;;$9.97;1.0;
314;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.29;5/19/21, 2:00 PM;($0.20);$9.80;0.0;
315;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.29;5/19/21, 2:00 PM;;$9.97;-1.0;
316;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.49;5/19/21, 2:07 PM;($0.20);$9.60;0.0;
317;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.49;5/19/21, 2:07 PM;;$9.82;1.0;
318;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.66;5/19/21, 2:13 PM;$0.17;$9.77;0.0;
319;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.66;5/19/21, 2:13 PM;;$9.54;-1.0;
320;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.89;5/19/21, 2:13 PM;($0.23);$9.54;0.0;
321;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.89;5/19/21, 2:13 PM;;$9.39;1.0;
322;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.61;5/19/21, 2:20 PM;($0.29);$9.26;0.0;
323;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.61;5/19/21, 2:20 PM;;$9.16;-1.0;
324;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.10;5/19/21, 2:24 PM;($0.50);$8.76;0.0;
325;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.10;5/19/21, 2:24 PM;;$8.62;1.0;
326;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.72;5/19/21, 2:27 PM;($0.38);$8.38;0.0;
327;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.72;5/19/21, 2:27 PM;;$8.17;-1.0;
328;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.09;5/19/21, 2:49 PM;$0.63;$9.01;0.0;
329;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.09;5/19/21, 2:49 PM;;$9.11;1.0;
330;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.49;5/19/21, 3:11 PM;$0.40;$9.41;0.0;
331;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.49;5/19/21, 3:11 PM;;$9.22;-1.0;
332;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.68;5/19/21, 3:11 PM;($0.19);$9.22;0.0;
333;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.68;5/19/21, 3:11 PM;;$9.00;1.0;
334;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.46;5/19/21, 3:14 PM;($0.22);$9.00;0.0;
335;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.46;5/19/21, 3:14 PM;;$8.93;-1.0;
336;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.64;5/19/21, 4:30 PM;($0.18);$8.82;0.0;
337;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.64;5/19/21, 4:30 PM;;$8.84;1.0;


Max trade P/L: $2.00;

Total P/L: $8.82;

Total order(s): 168;
